1722726000 , SENSOR 2
1726879500 , window_factor 3.81
1727642000 , sensitivity high
2771173700 , target (50000) , 50781.25
2771173700 , threshold (30000) , 31250.00
2777445500 , 
3303088900 , Sensor, Temp , F_sens , F_ref, Rech_Count
258713233000 , 2 , 107 , 47573 , 42564 , 0
259241731800 , 2 , 107 , 47584 , 42560 , 0
259771530700 , 2 , 107 , 47580 , 42560 , 0
260290845000 , 2 , 107 , 47580 , 42556 , 0
260815992000 , 2 , 107 , 47584 , 42556 , 0
261338982100 , 2 , 107 , 47565 , 42552 , 0
261870604600 , 2 , 107 , 47584 , 42552 , 0
262396417100 , 2 , 107 , 47584 , 42560 , 0
262924926700 , 2 , 107 , 47576 , 42560 , 0
263443590500 , 2 , 107 , 47573 , 42556 , 0
263973383400 , 2 , 107 , 47569 , 42552 , 0
264492402700 , 2 , 107 , 47576 , 42560 , 0
265025161700 , 2 , 107 , 47573 , 42568 , 0
265544774500 , 2 , 107 , 47576 , 42564 , 0
